"context","source","target"
"Cynical1_High_Climb_Other","Nice little warm-up."
"Cynical2_High_Climb_Other","I know kids who'd do that faster."
"Cynical3_High_Climb_Other","A real little goblin."
"Cynical1_Break_Stealth_Other","Did we not say ""silent""?"
"Cynical2_Break_Stealth_Other","I thought we said ""cautious."""
"Cynical3_Break_Stealth_Other","Can't say I'm surprised."
"Cynical1_Pushing_Heavy_Other","Heave ho!"
"Cynical2_Pushing_Heavy_Other","Come on - push!"
"Cynical1_Crawling_Other","You don't mind being on your knees, do you?"
"Cynical2_Crawling_Other","Looks like you've been doing that all your life."
"Cynical1_Critical_Hit_Received_Other","Hold it!"
"Cynical2_Critical_Hit_Received_Other","Stay with us!"
"Cynical1_Normal_Hit_Received_Other","Are you okay?"
"Cynical2_Normal_Hit_Received_Other","You've seen worse!"
"Cynical1_Critical_Hit_Given_Other","That's the way!"
"Cynical2_Critical_Hit_Given_Other","Nice!"
"Cynical3_Critical_Hit_Given_Other","Impressive!"
"Cynical1_Normal_Hit_Given_Other","Nice move!"
"Cynical2_Normal_Hit_Given_Other","Again!"
"Cynical3_Normal_Hit_Given_Other","Good!"
"Cynical1_Missed_Attack_Other","Come on, you can do better!"
"Cynical2_Missed_Attack_Other","Try again!"
"Cynical3_Missed_Attack_Other","Another miss?"
"Cynical1_Kill_Enemy_Other","Hey! That was mine!"
"Cynical2_Kill_Enemy_Other","That one didn't even fight back."
"Cynical3_Kill_Enemy_Other","Not too bad."
"Serious1_Trap_Detected_Self","Damn! A trap!"
"Serious2_Trap_Detected_Self","Stop! A trap!"
"Serious3_Trap_Detected_Self","There's a trap!"
"Serious1_Secret_door_Detected_Self","Hey - a secret door!"
"Serious2_Secret_door_Detected_Self","Found a door, here!"
"Serious3_Secret_door_Detected_Self","We have a hidden door!"
"Serious1_Trap_Trigerred_Self","Crap!"
"Serious2_Trap_Trigerred_Self","Damn it!"
"Serious3_Trap_Trigerred_Self","I hate those!"
"Serious1_Trap_Disarmed_Self","Easy."
"Serious2_Trap_Disarmed_Self","Piece of junk."
"Serious3_Trap_Disarmed_Self","Done and done."
"Serious1_Light_up_Self","I needed that."
"Serious2_Light_up_Self","Light, at last."
"Serious3_Light_up_Self","Light, my friend."
"Serious1_Break_Stealth_Self","Damn!"
"Serious2_Break_Stealth_Self","No!"
"Serious3_Break_Stealth_Self","Clumsy idiot!"
"Serious1_Critical_Hit_Given_Self","Bleed!"
"Serious2_Critical_Hit_Given_Self","Die!"
"Serious3_Critical_Hit_Given_Self","You like that?"
"Serious1_Normal_Hit_Given_Self","Take that!"
"Serious2_Normal_Hit_Given_Self","Wait till the next one!"
"Serious3_Normal_Hit_Given_Self","More coming your way."
"Serious4_Normal_Hit_Given_Self","You'll die like the rest!"
"Serious5_Normal_Hit_Given_Self","No quarter given!"
"Serious1_Missed_Attack_Self","Damn!"
"Serious2_Missed_Attack_Self","No!"
"Serious3_Missed_Attack_Self","Come on!"
"Serious4_Missed_Attack_Self","I won't miss next time!"
"Serious5_Missed_Attack_Self","You'll die anyway!"
"Serious1_Kill_Enemy_Self","I win again."
"Serious2_Kill_Enemy_Self","You lose."
"Serious3_Kill_Enemy_Self","Go to hell!"
"Serious4_Kill_Enemy_Self","You're not coming back."
"Serious5_Kill_Enemy_Self","You didn't get me."
"Serious1_Healed_by_ally_Self","Thanks."
"Serious2_Healed_by_ally_Self","I'll remember."
"Serious3_Healed_by_ally_Self","I owe you one."
"Serious1_Allied_KnockedDown_Self","Come on! "
"Serious2_Allied_KnockedDown_Self","Don't let me down!"
"Serious3_Allied_KnockedDown_Self","No!"
"Serious1_Trap_Trigerred_Other","What an idiot!"
"Serious2_Trap_Trigerred_Other","Open your damn eyes!"
"Serious3_Trap_Trigerred_Other","Pay attention!"
"Serious1_Trap_Disarmed_Other","Well done!"
"Serious2_Trap_Disarmed_Other","One less problem."
"Serious3_Trap_Disarmed_Other","I hate those!"
"Serious1_Long_Jump_Other","That was something!"
"Serious2_Long_Jump_Other","Nice jump!"
"Serious3_Long_Jump_Other","Well done!"
"Serious1_High_Climb_Other","Good arms you got!"
"Serious2_High_Climb_Other","Didn't think you could do it!"
"Serious3_High_Climb_Other","Okay, you're tough."
"Serious1_Break_Stealth_Other","Clumsy!"
"Serious2_Break_Stealth_Other","I don't believe it!"
"Serious3_Break_Stealth_Other","You'll get us all killed!"
"Serious1_Pushing_Heavy_Other","Come on, harder!"
"Serious2_Pushing_Heavy_Other","Push!"
"Serious1_Crawling_Other","Dive in the dirt, now."
"Serious2_Crawling_Other","Crawling through dirt - nothing new here."
"Serious1_Critical_Hit_Received_Other","You'll get a nice scar!"
"Serious2_Critical_Hit_Received_Other","If it doesn't kill you…"
"Serious1_Normal_Hit_Received_Other","Walk it off!"
"Serious2_Normal_Hit_Received_Other","Deal with it!"
"Serious1_Critical_Hit_Given_Other","That's the way!"
"Serious2_Critical_Hit_Given_Other","Kill 'em all!"
"Serious3_Critical_Hit_Given_Other","Crush 'em!"
"Serious1_Normal_Hit_Given_Other","Again! Harder!"
"Serious2_Normal_Hit_Given_Other","More!"
"Serious3_Normal_Hit_Given_Other","That's battle!"
"Serious1_Missed_Attack_Other","You suck!"
"Serious2_Missed_Attack_Other","Stop that!"
"Serious3_Missed_Attack_Other","I thought you could fight!"
"Serious1_Kill_Enemy_Other","That, I like!"
"Serious2_Kill_Enemy_Other","Keep 'em coming!"
"Serious3_Kill_Enemy_Other","Good kill!"
"Heroic1_Trap_Detected_Self","Hold it - I see a trap!"
"Heroic2_Trap_Detected_Self","Everybody freeze!"
"Heroic3_Trap_Detected_Self","Wait! I see a trap."
"Heroic1_Secret_door_Detected_Self","Friends! There's a hidden door here!"
"Heroic2_Secret_door_Detected_Self","Look at that - a secret door!"
"Heroic3_Secret_door_Detected_Self","Thought I'd miss you, eh?"
"Heroic1_Trap_Trigerred_Self","No!"
"Heroic2_Trap_Trigerred_Self","Sorry for that!"
"Heroic3_Trap_Trigerred_Self","I'm such an idiot!"
"Heroic1_Trap_Disarmed_Self","That wasn't so bad."
"Heroic2_Trap_Disarmed_Self","I think I did it."
"Heroic3_Trap_Disarmed_Self","Mission accomplished."
"Heroic1_Light_up_Self","The Light is with us."
"Heroic2_Light_up_Self","The Light will guide us."
"Heroic3_Light_up_Self","We bring light in darkness!"
"Heroic1_Break_Stealth_Self","Oops!"
"Heroic2_Break_Stealth_Self","Sorry!"
"Heroic3_Break_Stealth_Self","I know, I know!"
"Heroic1_Critical_Hit_Given_Self","Surrender or die!"
"Heroic2_Critical_Hit_Given_Self","I take no prisoners!"
"Heroic3_Critical_Hit_Given_Self","I will kill you."
"Heroic1_Normal_Hit_Given_Self","Bend the knee or perish!"
"Heroic2_Normal_Hit_Given_Self","Run while you can!"
"Heroic3_Normal_Hit_Given_Self","You can't win!"
"Heroic4_Normal_Hit_Given_Self","I am unbeatable!"
"Heroic5_Normal_Hit_Given_Self","You cannot defeat me!"
"Heroic1_Missed_Attack_Self","Damn!"
"Heroic2_Missed_Attack_Self","Come on!"
"Heroic3_Missed_Attack_Self","I must do better!"
"Heroic4_Missed_Attack_Self","I'm getting the measure of this!"
"Heroic5_Missed_Attack_Self","Next time!"
"Heroic1_Kill_Enemy_Self","Once more, we prevail!"
"Heroic2_Kill_Enemy_Self","Another victory! This is destiny!"
"Heroic3_Kill_Enemy_Self","You were doomed."
"Heroic4_Kill_Enemy_Self","You should have fled."
"Heroic5_Kill_Enemy_Self","You should have yielded."
"Heroic1_Healed_by_ally_Self","I'm in your debt, my friend."
"Heroic2_Healed_by_ally_Self","I will not forget this."
"Heroic3_Healed_by_ally_Self","I owe you my life."
"Heroic1_Allied_KnockedDown_Self","Hold on to life, friend!"
"Heroic2_Allied_KnockedDown_Self","We won't let you die!"
"Heroic3_Allied_KnockedDown_Self","We leave no one behind!"
"Heroic1_Trap_Trigerred_Other","Closer attention required, friend!"
"Heroic2_Trap_Trigerred_Other","You're lacking focus."
"Heroic3_Trap_Trigerred_Other","A little bit of caution here, please?"
"Heroic1_Trap_Disarmed_Other","Good work!"
"Heroic2_Trap_Disarmed_Other","Well done, friend!"
"Heroic3_Trap_Disarmed_Other","Your skills are impressive!"
"Heroic1_Long_Jump_Other","What a fantastic leap!"
"Heroic2_Long_Jump_Other","You have trained well!"
"Heroic3_Long_Jump_Other","I'm impressed!"
"Heroic1_High_Climb_Other","That's impressive."
"Heroic2_High_Climb_Other","You're impressively fit."
"Heroic3_High_Climb_Other","I underestimated you. My apologies!"
"Heroic1_Break_Stealth_Other","That wasn't smart."
"Heroic2_Break_Stealth_Other","You'll need to do better than that!"
"Heroic3_Break_Stealth_Other","More caution next time!"
"Heroic1_Pushing_Heavy_Other","With all your might!"
"Heroic2_Pushing_Heavy_Other","You can do it!"
"Heroic1_Crawling_Other","Sometimes there is simply no choice."
"Heroic2_Crawling_Other","I don't like it either."
"Heroic1_Critical_Hit_Received_Other","Courage!"
"Heroic2_Critical_Hit_Received_Other","You're still standing!"
"Heroic1_Normal_Hit_Received_Other","You can take it!"
"Heroic2_Normal_Hit_Received_Other","Shake it off!"
"Heroic1_Critical_Hit_Given_Other","That's the way!"
"Heroic2_Critical_Hit_Given_Other","Masterful!"
"Heroic3_Critical_Hit_Given_Other","You'll surely prevail!"
"Heroic1_Normal_Hit_Given_Other","Well struck!"
"Heroic2_Normal_Hit_Given_Other","Perfect!"
"Heroic3_Normal_Hit_Given_Other","Go on!"
"Heroic1_Missed_Attack_Other","Better luck next time!"
"Heroic2_Missed_Attack_Other","Don't lose hope!"
"Heroic3_Missed_Attack_Other","Just bad luck!"
"Heroic1_Kill_Enemy_Other","Victory is yours!"
"Heroic2_Kill_Enemy_Other","Impressive move, my friend!"
"Heroic3_Kill_Enemy_Other","Nobody has your skills, bravo!"
"Formal1_Trap_Detected_Self","A crude trap."
"Formal2_Trap_Detected_Self","We won't be fooled so easily."
"Formal3_Trap_Detected_Self","I spotted a trap of sorts."
"Formal1_Secret_door_Detected_Self","I believe there is a hidden door."
"Formal2_Secret_door_Detected_Self","This has to be a secret passage."
"Formal3_Secret_door_Detected_Self","Interesting - a secret door."
"Formal1_Trap_Trigerred_Self","How foolish of me!"
"Formal2_Trap_Trigerred_Self","How could I miss it?"
"Formal3_Trap_Trigerred_Self","I really must be more careful."
"Formal1_Trap_Disarmed_Self","That was simplicity itself!"
"Formal2_Trap_Disarmed_Self","Not as taxing as I expected."
"Formal3_Trap_Disarmed_Self","Ingenious, but not unbeatable."
"Formal1_Light_up_Self","A little light is always welcome."
"Formal2_Light_up_Self","Let there be light!"
"Formal3_Light_up_Self","Blessed are the Lightbringers!"
"Formal1_Break_Stealth_Self","Curses! My fault."
"Formal2_Break_Stealth_Self","I really thought I… never mind."
"Formal3_Break_Stealth_Self","How tiresome."
"Formal1_Critical_Hit_Given_Self","Hah! Take that, you fiend!"
"Formal2_Critical_Hit_Given_Self","Just where it hurts most!"
"Formal3_Critical_Hit_Given_Self","Death reaches out for you!"
"Formal1_Normal_Hit_Given_Self","Not bad, eh?"
"Formal2_Normal_Hit_Given_Self","A modest success!"
"Formal3_Normal_Hit_Given_Self","A palpable hit!"
"Formal4_Normal_Hit_Given_Self","Lucky? Perhaps."
"Formal5_Normal_Hit_Given_Self","I trained hard for this!"
"Formal1_Missed_Attack_Self","Fortune is fickle!"
"Formal2_Missed_Attack_Self","Most unfortunate, that."
"Formal3_Missed_Attack_Self","Only the last blow matters!"
"Formal4_Missed_Attack_Self","Next time, I swear…"
"Formal5_Missed_Attack_Self","I'll get you yet!"
"Formal1_Kill_Enemy_Self","One foe down!"
"Formal2_Kill_Enemy_Self","Death claims you!"
"Formal3_Kill_Enemy_Self","Victory is mine!"
"Formal4_Kill_Enemy_Self","A victory fit for a song!"
"Formal5_Kill_Enemy_Self","Another victory!"
"Formal1_Healed_by_ally_Self","You are a true savior."
"Formal2_Healed_by_ally_Self","You are a valued comrade."
"Formal3_Healed_by_ally_Self","I am in your debt, my friend."
"Formal1_Allied_KnockedDown_Self","The fight is not yet over!"
"Formal2_Allied_KnockedDown_Self","Your comrades will save you!"
"Formal3_Allied_KnockedDown_Self","We are coming!"
"Formal1_Trap_Trigerred_Other","Tsk. An elementary mistake."
"Formal2_Trap_Trigerred_Other","Watch your step, friend!"
"Formal3_Trap_Trigerred_Other","A dangerous error."
"Formal1_Trap_Disarmed_Other","Perfectly executed!"
"Formal2_Trap_Disarmed_Other","My congratulations on a job well done."
"Formal3_Trap_Disarmed_Other","Your skill is impressive."
"Formal1_Long_Jump_Other","An extraordinary jump!"
"Formal2_Long_Jump_Other","Most impressive!"
"Formal3_Long_Jump_Other","Such athleticism!"
"Formal1_High_Climb_Other","What strength!"
"Formal2_High_Climb_Other","It seems effortless!"
"Formal3_High_Climb_Other","Clearly you have trained well."
"Formal1_Break_Stealth_Other","Even the dead could hear you!"
"Formal2_Break_Stealth_Other","Of course you've been detected!"
"Formal3_Break_Stealth_Other","Perhaps if you tried to be loud, instead?"
"Formal1_Pushing_Heavy_Other","You can do it!"
"Formal2_Pushing_Heavy_Other","Heave, now - all your strength!"
"Formal1_Crawling_Other","Undignified, but necessary."
"Formal2_Crawling_Other","Kneel now, rise later."
"Formal1_Critical_Hit_Received_Other","Are you still with us?"
"Formal2_Critical_Hit_Received_Other","That was a lucky hit!"
"Formal1_Normal_Hit_Received_Other","Hold firm - you've endured worse!"
"Formal2_Normal_Hit_Received_Other","You're still in the fight, my friend!"
"Formal1_Critical_Hit_Given_Other","A telling blow!"
"Formal2_Critical_Hit_Given_Other","A fine stroke!"
"Formal3_Critical_Hit_Given_Other","Truly formidable!"
"Formal1_Normal_Hit_Given_Other","Well struck!"
"Formal2_Normal_Hit_Given_Other","Well done!"
"Formal3_Normal_Hit_Given_Other","You have them now!"
"Formal1_Missed_Attack_Other","Oh! Bad luck!"
"Formal2_Missed_Attack_Other","Next time!"
"Formal3_Missed_Attack_Other","Try again!"
"Formal1_Kill_Enemy_Other","Bravo! Victory is yours!"
"Formal2_Kill_Enemy_Other","A good kill, as they say."
"Formal3_Kill_Enemy_Other","One less enemy!"
"None1_Thief_Detected_Self","Leave me be, you thief!"
"None2_Thief_Detected_Self","Damn thieves…"
"None3_Thief_Detected_Self","Hands off!"
"None4_Thief_Detected_Self","So this is who you are?"
